Job ID,Job Title,Location,Key Skills,Job Salary,Apply Link,Description
JOB-2489,AI Solutions Architect,Gurgaon,"Node.Js, TensorFlow, PyTorch, Deep Learning, AWS",Competitive,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Gurgaon. Must be proficient in Node.Js and TensorFlow.
JOB-2490,MLOps Engineer,Pune,"Node.Js, AWS, Vector Databases, Deep Learning, Django",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Pune. Must be proficient in Node.Js and AWS.
JOB-2491,Data Scientist,Gurgaon,"Django, Streamlit, NLP, Prompt Engineering, Deep Learning, Vector Databases, Python",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Gurgaon. Must be proficient in Django and Streamlit.
JOB-2492,AI Solutions Architect,Chandigarh,"AWS, React, Power BI, Streamlit, Git, RAG, Machine Learning",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chandigarh. Must be proficient in AWS and React.
JOB-2493,MLOps Engineer,Remote,"SQL, Prompt Engineering, Python, Git",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Remote. Must be proficient in SQL and Prompt Engineering.
JOB-2494,Data Analyst,Chennai,"Python, PyTorch, Prompt Engineering, TensorFlow, Machine Learning",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chennai. Must be proficient in Python and PyTorch.
JOB-2495,Data Analyst,Chennai,"Deep Learning, React, Langchain, Prompt Engineering, Django, RAG, Power BI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chennai. Must be proficient in Deep Learning and React.
JOB-2496,Prompt Engineer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, Streamlit",Competitive,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2497,MLOps Engineer,Bengaluru,"Machine Learning, Kubernetes, Node.Js, OpenAI",Competitive,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Bengaluru. Must be proficient in Machine Learning and Kubernetes.
JOB-2498,AI Solutions Architect,Chennai,"NLP, Prompt Engineering, Streamlit, Django, AWS",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chennai. Must be proficient in NLP and Prompt Engineering.
JOB-2499,Data Analyst,Chandigarh,"React, Git, SQL, NLP, Python, Deep Learning, Prompt Engineering",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chandigarh. Must be proficient in React and Git.
JOB-2500,Data Scientist,Gurgaon,"Deep Learning, Prompt Engineering, Django, Node.Js, SQL, OpenAI",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Gurgaon. Must be proficient in Deep Learning and Prompt Engineering.
JOB-2501,MLOps Engineer,Bengaluru,"RAG, TensorFlow, Prompt Engineering, Power BI, NLP",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Bengaluru. Must be proficient in RAG and TensorFlow.
JOB-2502,Backend Engineer,Delhi NCR,"Prompt Engineering, Langchain, Git, PyTorch",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Delhi NCR. Must be proficient in Prompt Engineering and Langchain.
JOB-2503,Prompt Engineer,Pune,"Python, OpenAI, Langchain, Prompt Engineering, Node.Js, RAG, Machine Learning",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Pune. Must be proficient in Python and OpenAI.
JOB-2504,Prompt Engineer,Mumbai,"Python, OpenAI, Langchain, Prompt Engineering, Machine Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Mumbai. Must be proficient in Python and OpenAI.
JOB-2505,MLOps Engineer,Chandigarh,"Prompt Engineering, RAG, Git, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Chandigarh. Must be proficient in Prompt Engineering and RAG.
JOB-2506,Python Developer,Gurgaon,"Prompt Engineering, React, Streamlit, Python, NLP, Git",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Gurgaon. Must be proficient in Prompt Engineering and React.
JOB-2507,NLP Specialist,Gurgaon,"Vector Databases, PyTorch, RAG, Prompt Engineering, Power BI",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Gurgaon. Must be proficient in Vector Databases and PyTorch.
JOB-2508,AI Product Manager,Chandigarh,"Kubernetes, Vector Databases, SQL, React, Deep Learning, Streamlit",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Chandigarh. Must be proficient in Kubernetes and Vector Databases.
JOB-2509,Python Developer,Chennai,"Django, PyTorch, React, SQL, Prompt Engineering, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Chennai. Must be proficient in Django and PyTorch.
JOB-2510,Data Analyst,Delhi NCR,"Kubernetes, SQL, Power BI, NLP",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Delhi NCR. Must be proficient in Kubernetes and SQL.
JOB-2511,AI Solutions Architect,Chandigarh,"Python, OpenAI, Git, Streamlit, Docker, Node.Js",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chandigarh. Must be proficient in Python and OpenAI.
JOB-2512,Backend Engineer,Remote,"Langchain, Machine Learning, RAG, Node.Js",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Remote. Must be proficient in Langchain and Machine Learning.
JOB-2513,AI Solutions Architect,Chandigarh,"Power BI, SQL, TensorFlow, Machine Learning, Langchain",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chandigarh. Must be proficient in Power BI and SQL.
JOB-2514,Prompt Engineer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, SQL, React",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2515,Cloud Architect,Gurgaon,"Deep Learning, Django, SQL, Kubernetes, Vector Databases, Docker",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Gurgaon. Must be proficient in Deep Learning and Django.
JOB-2516,AI Solutions Architect,Pune,"Power BI, Streamlit, Prompt Engineering, Python",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Pune. Must be proficient in Power BI and Streamlit.
JOB-2517,Prompt Engineer,Chandigarh,"Python, OpenAI, Langchain, Prompt Engineering, Django, Power BI, RAG",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Chandigarh. Must be proficient in Python and OpenAI.
JOB-2518,AI Product Manager,Mumbai,"Git, SQL, Streamlit, NLP",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Mumbai. Must be proficient in Git and SQL.
JOB-2519,Data Analyst,Chandigarh,"OpenAI, Git, Power BI, SQL",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chandigarh. Must be proficient in OpenAI and Git.
JOB-2520,Data Analyst,Delhi NCR,"Langchain, Python, Deep Learning, Django, Prompt Engineering, Node.Js, OpenAI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Delhi NCR. Must be proficient in Langchain and Python.
JOB-2521,Data Scientist,Chennai,"Machine Learning, OpenAI, Git, TensorFlow",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chennai. Must be proficient in Machine Learning and OpenAI.
JOB-2522,Generative AI Developer,Pune,"Python, OpenAI, Langchain, Prompt Engineering, Django",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Pune. Must be proficient in Python and OpenAI.
JOB-2523,Cloud Architect,Gurgaon,"Python, NLP, Prompt Engineering, PyTorch, Vector Databases, Git",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Gurgaon. Must be proficient in Python and NLP.
JOB-2524,AI Product Manager,Remote,"Langchain, AWS, Node.Js, SQL",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Remote. Must be proficient in Langchain and AWS.
JOB-2525,NLP Specialist,Remote,"TensorFlow, Streamlit, Langchain, NLP, Prompt Engineering",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Remote. Must be proficient in TensorFlow and Streamlit.
JOB-2526,Data Analyst,Chennai,"Django, AWS, Python, Docker, Git, OpenAI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chennai. Must be proficient in Django and AWS.
JOB-2527,AI Solutions Architect,Gurgaon,"NLP, Langchain, RAG, Git",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Gurgaon. Must be proficient in NLP and Langchain.
JOB-2528,Data Scientist,Hyderabad,"TensorFlow, NLP, Prompt Engineering, Streamlit, Git",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Hyderabad. Must be proficient in TensorFlow and NLP.
JOB-2529,Data Analyst,Chennai,"Langchain, Vector Databases, Prompt Engineering, Deep Learning, RAG, Node.Js",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chennai. Must be proficient in Langchain and Vector Databases.
JOB-2530,Generative AI Developer,Delhi NCR,"Python, OpenAI, Langchain, Prompt Engineering, Docker",Competitive,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Delhi NCR. Must be proficient in Python and OpenAI.
JOB-2531,NLP Specialist,Chandigarh,"SQL, OpenAI, Django, RAG, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Chandigarh. Must be proficient in SQL and OpenAI.
JOB-2532,Prompt Engineer,Hyderabad,"Python, OpenAI, Langchain, Prompt Engineering, Kubernetes, Deep Learning, Machine Learning",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Hyderabad. Must be proficient in Python and OpenAI.
JOB-2533,MLOps Engineer,Remote,"AWS, Power BI, Prompt Engineering, Django, SQL",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Remote. Must be proficient in AWS and Power BI.
JOB-2534,Backend Engineer,Chandigarh,"OpenAI, Prompt Engineering, React, RAG, Git",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chandigarh. Must be proficient in OpenAI and Prompt Engineering.
JOB-2535,Data Scientist,Gurgaon,"PyTorch, Django, Node.Js, Git, Docker, Prompt Engineering, Langchain",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Gurgaon. Must be proficient in PyTorch and Django.
JOB-2536,Machine Learning Engineer,Pune,"Django, Langchain, RAG, Streamlit",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Pune. Must be proficient in Django and Langchain.
JOB-2537,NLP Specialist,Remote,"NLP, Power BI, Node.Js, PyTorch, AWS, Docker, Machine Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Remote. Must be proficient in NLP and Power BI.
JOB-2538,Generative AI Developer,Chennai,"Python, OpenAI, Langchain, Prompt Engineering, Deep Learning, Vector Databases",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Chennai. Must be proficient in Python and OpenAI.
JOB-2539,NLP Specialist,Bengaluru,"Node.Js, Django, AWS, OpenAI",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Bengaluru. Must be proficient in Node.Js and Django.
JOB-2540,AI Solutions Architect,Remote,"Git, OpenAI, TensorFlow, Docker, SQL",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Remote. Must be proficient in Git and OpenAI.
JOB-2541,Data Analyst,Delhi NCR,"Kubernetes, TensorFlow, Python, OpenAI",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Delhi NCR. Must be proficient in Kubernetes and TensorFlow.
JOB-2542,Data Scientist,Chennai,"NLP, OpenAI, Deep Learning, Prompt Engineering, Docker",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chennai. Must be proficient in NLP and OpenAI.
JOB-2543,Cloud Architect,Kochi,"AWS, OpenAI, Node.Js, RAG, SQL, TensorFlow",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Kochi. Must be proficient in AWS and OpenAI.
JOB-2544,Python Developer,Pune,"Docker, Streamlit, NLP, TensorFlow, RAG, Power BI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Pune. Must be proficient in Docker and Streamlit.
JOB-2545,Backend Engineer,Chennai,"SQL, Machine Learning, Git, NLP, Django, Streamlit, TensorFlow",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chennai. Must be proficient in SQL and Machine Learning.
JOB-2546,Backend Engineer,Mumbai,"Machine Learning, RAG, Python, React, OpenAI, Langchain, SQL",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Mumbai. Must be proficient in Machine Learning and RAG.
JOB-2547,Machine Learning Engineer,Hyderabad,"RAG, Docker, Vector Databases, SQL, Git",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Hyderabad. Must be proficient in RAG and Docker.
JOB-2548,Backend Engineer,Remote,"Node.Js, Power BI, RAG, TensorFlow, Git, Prompt Engineering",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Remote. Must be proficient in Node.Js and Power BI.
JOB-2549,Machine Learning Engineer,Remote,"NLP, Python, RAG, Prompt Engineering, OpenAI, PyTorch, Deep Learning",Competitive,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Remote. Must be proficient in NLP and Python.
JOB-2550,Cloud Architect,Chennai,"Langchain, Django, TensorFlow, Streamlit, Docker, Python",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chennai. Must be proficient in Langchain and Django.
JOB-2551,AI Product Manager,Pune,"PyTorch, Power BI, React, Kubernetes, AWS, Streamlit, SQL",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Pune. Must be proficient in PyTorch and Power BI.
JOB-2552,AI Product Manager,Pune,"Prompt Engineering, Django, Vector Databases, Git, Streamlit, React, Machine Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Pune. Must be proficient in Prompt Engineering and Django.
JOB-2553,AI Product Manager,Gurgaon,"Streamlit, Django, PyTorch, Vector Databases, Python, Power BI",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Gurgaon. Must be proficient in Streamlit and Django.
JOB-2554,Generative AI Developer,Delhi NCR,"Python, OpenAI, Langchain, Prompt Engineering, Power BI, RAG",Competitive,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Delhi NCR. Must be proficient in Python and OpenAI.
JOB-2555,MLOps Engineer,Remote,"PyTorch, Django, Kubernetes, Docker",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Remote. Must be proficient in PyTorch and Django.
JOB-2556,Data Analyst,Bengaluru,"Docker, Vector Databases, Power BI, Streamlit, PyTorch, Kubernetes, Machine Learning",Competitive,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Bengaluru. Must be proficient in Docker and Vector Databases.
JOB-2557,Cloud Architect,Kochi,"Node.Js, AWS, SQL, Power BI",Competitive,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Kochi. Must be proficient in Node.Js and AWS.
JOB-2558,Backend Engineer,Remote,"Power BI, SQL, React, Python, Git, Streamlit, NLP",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Remote. Must be proficient in Power BI and SQL.
JOB-2559,MLOps Engineer,Pune,"NLP, Deep Learning, OpenAI, SQL, RAG, Vector Databases",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Pune. Must be proficient in NLP and Deep Learning.
JOB-2560,Prompt Engineer,Mumbai,"Python, OpenAI, Langchain, Prompt Engineering, Power BI, RAG",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Mumbai. Must be proficient in Python and OpenAI.
JOB-2561,MLOps Engineer,Chennai,"Power BI, React, PyTorch, Kubernetes, Streamlit",Competitive,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Chennai. Must be proficient in Power BI and React.
JOB-2562,Data Analyst,Pune,"Machine Learning, Streamlit, React, Git, OpenAI",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Pune. Must be proficient in Machine Learning and Streamlit.
JOB-2563,AI Product Manager,Bengaluru,"Langchain, Streamlit, Vector Databases, Git, Machine Learning",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Bengaluru. Must be proficient in Langchain and Streamlit.
JOB-2564,Data Scientist,Kochi,"Machine Learning, Power BI, SQL, React, Git, Docker",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Kochi. Must be proficient in Machine Learning and Power BI.
JOB-2565,AI Solutions Architect,Chandigarh,"SQL, Streamlit, PyTorch, React, TensorFlow, Kubernetes, NLP",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chandigarh. Must be proficient in SQL and Streamlit.
JOB-2566,AI Product Manager,Chennai,"Python, SQL, NLP, TensorFlow",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Chennai. Must be proficient in Python and SQL.
JOB-2567,Cloud Architect,Remote,"OpenAI, NLP, React, Docker",Competitive,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Remote. Must be proficient in OpenAI and NLP.
JOB-2568,Cloud Architect,Delhi NCR,"RAG, Node.Js, Prompt Engineering, NLP, Docker, OpenAI, Machine Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Delhi NCR. Must be proficient in RAG and Node.Js.
JOB-2569,Generative AI Developer,Mumbai,"Python, OpenAI, Langchain, Prompt Engineering, Vector Databases, Django",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Mumbai. Must be proficient in Python and OpenAI.
JOB-2570,Data Scientist,Chennai,"Git, Kubernetes, Docker, OpenAI, Django, AWS, NLP",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chennai. Must be proficient in Git and Kubernetes.
JOB-2571,Machine Learning Engineer,Kochi,"Node.Js, OpenAI, Vector Databases, Kubernetes, SQL, Power BI",Competitive,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Kochi. Must be proficient in Node.Js and OpenAI.
JOB-2572,Python Developer,Gurgaon,"Kubernetes, Deep Learning, PyTorch, Django, Power BI, Python, Node.Js",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Gurgaon. Must be proficient in Kubernetes and Deep Learning.
JOB-2573,AI Solutions Architect,Hyderabad,"Vector Databases, SQL, NLP, Python",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Hyderabad. Must be proficient in Vector Databases and SQL.
JOB-2574,Machine Learning Engineer,Gurgaon,"Streamlit, React, Machine Learning, RAG, Node.Js, Prompt Engineering, NLP",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Gurgaon. Must be proficient in Streamlit and React.
JOB-2575,MLOps Engineer,Remote,"Vector Databases, PyTorch, Streamlit, OpenAI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Remote. Must be proficient in Vector Databases and PyTorch.
JOB-2576,Generative AI Developer,Gurgaon,"Python, OpenAI, Langchain, Prompt Engineering, Streamlit",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Gurgaon. Must be proficient in Python and OpenAI.
JOB-2577,Machine Learning Engineer,Chennai,"React, Power BI, Django, AWS, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Chennai. Must be proficient in React and Power BI.
JOB-2578,Prompt Engineer,Chandigarh,"Python, OpenAI, Langchain, Prompt Engineering, Deep Learning, Django, PyTorch",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Chandigarh. Must be proficient in Python and OpenAI.
JOB-2579,Generative AI Developer,Hyderabad,"Python, OpenAI, Langchain, Prompt Engineering, Git",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Hyderabad. Must be proficient in Python and OpenAI.
JOB-2580,AI Product Manager,Bengaluru,"Docker, Streamlit, Vector Databases, OpenAI, React, Deep Learning",Competitive,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Bengaluru. Must be proficient in Docker and Streamlit.
JOB-2581,Python Developer,Gurgaon,"Power BI, PyTorch, React, Streamlit",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Gurgaon. Must be proficient in Power BI and PyTorch.
JOB-2582,Data Scientist,Mumbai,"Git, Vector Databases, Docker, Node.Js, Langchain, Prompt Engineering",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Mumbai. Must be proficient in Git and Vector Databases.
JOB-2583,MLOps Engineer,Chandigarh,"Langchain, Django, RAG, React, Deep Learning",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Chandigarh. Must be proficient in Langchain and Django.
JOB-2584,Backend Engineer,Chandigarh,"Machine Learning, AWS, Prompt Engineering, Vector Databases",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chandigarh. Must be proficient in Machine Learning and AWS.
JOB-2585,NLP Specialist,Pune,"NLP, Node.Js, TensorFlow, Power BI",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Pune. Must be proficient in NLP and Node.Js.
JOB-2586,AI Solutions Architect,Chandigarh,"PyTorch, Machine Learning, Kubernetes, OpenAI, AWS",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Chandigarh. Must be proficient in PyTorch and Machine Learning.
JOB-2587,Prompt Engineer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, Streamlit, TensorFlow",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2588,MLOps Engineer,Mumbai,"RAG, Kubernetes, NLP, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Mumbai. Must be proficient in RAG and Kubernetes.
JOB-2589,Cloud Architect,Pune,"Power BI, Vector Databases, SQL, Python, Machine Learning, React",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Pune. Must be proficient in Power BI and Vector Databases.
